Natural_1	NW_020442482.1	100.000	165	0	0	1	165	16316	16480	1.00e-81	305
Natural_2	NW_020442482.1	100.000	165	0	0	1	165	548180	548344	1.00e-81	305
Natural_2	NW_020442482.1	87.342	79	8	2	7	83	1403728	1403806	1.10e-16	89.8
Natural_2	NW_020442482.1	85.897	78	9	1	7	82	1377027	1377104	1.84e-14	82.4
Natural_2	NC_015449.3	96.703	91	2	1	1	90	42584520	42584430	4.97e-35	150
Natural_2	NC_015449.3	97.561	82	2	0	1	82	40087570	40087651	2.99e-32	141
Natural_2	NC_015449.3	94.253	87	3	2	1	86	13159367	13159282	1.80e-29	132
Natural_2	NC_015449.3	95.122	82	4	0	1	82	40103109	40103190	6.47e-29	130
Natural_2	NC_015449.3	95.181	83	3	1	1	83	49003382	49003301	6.47e-29	130
Natural_2	NC_015449.3	95.122	82	4	0	1	82	51931719	51931638	6.47e-29	130
Natural_2	NC_015449.3	95.122	82	4	0	1	82	51946944	51946863	6.47e-29	130
Natural_2	NC_015449.3	94.186	86	4	1	1	85	56628860	56628945	6.47e-29	130
Natural_2	NC_015449.3	95.181	83	3	1	1	82	57383027	57383109	6.47e-29	130
Natural_2	NC_015449.3	93.902	82	5	0	1	82	19496543	19496462	3.01e-27	124
Natural_2	NC_015449.3	91.765	85	6	1	1	84	57398615	57398699	5.04e-25	117
Natural_2	NC_015449.3	91.463	82	6	1	1	82	13175590	13175510	2.34e-23	111
Natural_2	NC_015449.3	90.361	83	6	2	82	163	31515329	31515410	3.03e-22	108
Natural_2	NC_015449.3	89.873	79	8	0	82	160	29968314	29968392	1.41e-20	102
Natural_2	NC_015449.3	87.805	82	10	0	82	163	39563186	39563105	6.57e-19	97.1
Natural_2	NC_015449.3	97.368	38	1	0	1	38	56621908	56621945	1.85e-09	65.8
Natural_2	NC_015444.3	98.795	83	1	0	1	83	55831764	55831682	1.79e-34	148
Natural_2	NC_015444.3	98.780	82	1	0	1	82	35155885	35155804	6.43e-34	147
Natural_2	NC_015444.3	97.619	84	2	0	1	84	29206523	29206440	2.31e-33	145
Natural_2	NC_015444.3	97.619	84	1	1	1	83	35142189	35142106	8.32e-33	143
Natural_2	NC_015444.3	96.341	82	2	1	1	82	15009680	15009760	5.00e-30	134
Natural_2	NC_015444.3	95.122	82	4	0	1	82	57526238	57526319	6.47e-29	130
Natural_2	NC_015444.3	95.000	80	3	1	1	80	14994781	14994859	3.01e-27	124
Natural_2	NC_015444.3	94.048	84	2	2	1	82	37801292	37801210	3.01e-27	124
Natural_2	NC_015444.3	93.902	82	5	0	1	82	57541778	57541859	3.01e-27	124
Natural_2	NC_015444.3	91.667	84	7	0	82	165	3692283	3692366	5.04e-25	117
Natural_2	NC_015444.3	92.683	82	3	2	1	80	37819759	37819679	1.81e-24	115
Natural_2	NC_015444.3	91.463	82	6	1	1	82	10412056	10412136	2.34e-23	111
Natural_2	NC_015444.3	87.356	87	7	3	1	87	39171049	39171131	6.57e-19	97.1
Natural_2	NC_015444.3	87.500	72	4	5	13	82	17377636	17377704	2.38e-13	78.7
Natural_2	NC_015442.3	98.795	83	1	0	1	83	48660909	48660991	1.79e-34	148
Natural_2	NC_015442.3	97.561	82	2	0	1	82	7448464	7448383	2.99e-32	141
Natural_2	NC_015442.3	97.561	82	2	0	1	82	58706251	58706170	2.99e-32	141
Natural_2	NC_015442.3	96.386	83	3	0	1	83	15565352	15565434	3.87e-31	137
Natural_2	NC_015442.3	96.341	82	3	0	1	82	48676725	48676806	1.39e-30	135
Natural_2	NC_015442.3	95.238	84	2	2	1	82	10389536	10389619	1.80e-29	132
Natural_2	NC_015442.3	95.181	83	4	0	1	83	58690312	58690230	1.80e-29	132
Natural_2	NC_015442.3	95.122	82	4	0	1	82	32953515	32953434	6.47e-29	130
Natural_2	NC_015442.3	95.122	82	4	0	1	82	41144231	41144150	6.47e-29	130
Natural_2	NC_015442.3	95.000	80	2	2	1	80	43439864	43439787	3.01e-27	124
Natural_2	NC_015442.3	93.902	82	3	2	1	82	43454014	43453935	1.08e-26	122
Natural_2	NC_015442.3	93.902	82	3	2	1	82	60751649	60751570	1.08e-26	122
Natural_2	NC_015442.3	92.857	84	5	1	1	83	10405172	10405255	3.90e-26	121
Natural_2	NC_015442.3	92.771	83	5	1	1	82	9858443	9858525	1.40e-25	119
Natural_2	NC_015442.3	91.463	82	7	0	1	82	33721053	33721134	6.52e-24	113
Natural_2	NC_015442.3	86.905	84	11	0	82	165	22394353	22394436	2.36e-18	95.3
Natural_2	NC_015446.3	98.780	82	1	0	1	82	24214260	24214341	6.43e-34	147
